,title,release_date,director,writers,actors,genres,plot_keywords,plot_summary,tag_lines,production_company,primary_language,runtime,color,country,sound_mix,meta_score,user_rating,budget,opening_weekend_date,opening_weekend_revenue,gross_revenue_date,gross_revenue,id,open_week_rev_currency,Date_weekend,Date_GrossRev,Date_released
17642,Pretty Bird,20January2008,Paul Schneider,Zene Baker;Paul Schneider,Billy Crudup;Paul Giamatti;David Hornsby, Comedy,murder;inventions;science laboratory;annoying person,"A comic tale of three would-be entrepreneurs who set out to invent a rocket belt. The clash of their mismatched personalities soon dissolves the business into a morass of recriminations and...
                    ;See full summary; »",,Sound Pictures;All Mod Cons;Touchy Feely Films,English,120 min,Color,USA, , ,5.0,,,,,,17643,dollar,,,2008-01-20
17648,Flow: For Love of Water,15December2011,Irena Salina, ,Bill Alexander;Maude Barlow;Basil Bold, Documentary,environmental issues;water contamination,"Water is the very essence of life, sustaining every being on the planet. 'Flow' confronts the disturbing reality that our crucial resource is dwindling and greed just may be the cause.",How did a handful of corporations steal our water?,"Group Entertainment, The;Steven Starr Productions",English,93 min,Color,USA, , ,7.7,500000.0,,,,,17649,dollar,,,2011-12-15
17652,Sleep Dealer,10December2008,Alex Rivera,Alex Rivera;David Riker,Leonor Varela;Jacob Vargas;Luis Fernando Peña, Drama; Romance; Sci-Fi; Thriller,network;future;computer;wilhelm scream;mexican immigrant,"The near future. Like tomorrow. In a world marked by closed borders, corporate warriors, and a global computer network, three strangers risk their lives to connect, break through the barriers of technology, and unseal their fates.",Connect to your destiny.,Likely Story;This Is That Productions,Spanish,90 min,Color,USA,Dolby Digital,59,5.9,2500000.0,17April2009,35050.0,19June2009,75727.0,17653,dollar,2009-04-17,2009-06-19,2008-12-10
17655,Every Little Step,12June2009, , ,German Alexander;Bob Avian;Justin Bellero, Documentary; Music,dancer;audition;chorus line;casting;mirror,"Follows the plight of real-life dancers as they struggle through auditions for the Broadway revival of ""A Chorus Line"". Also investigates the history of the show and the creative minds behind the original and current incarnations.",The journey of 'A Chorus Line'.,Endgame Entertainment,English,96 min,Color,USA,Dolby Digital, ,7.5,,17April2009,68504.0,2October2009,1724351.0,17656,dollar,2009-04-17,2009-10-02,2009-06-12
17656,Behind the Wall,30August2008,Paul Schneider,Micheal Bafaro;Anna Singer,Lindy Booth;Lawrence Dane;James Thomas, Horror; Thriller,murder;lighthouse;infidelity;ritual;adultery,"Maine coastal town Harrison Bay is broke, so deputy mayor Drew Cabot arranges a deal with a contractor to develop the abandoned lighthouse for tourism. Father Hendry fails to convince the ...
                    ;See full summary; »",,Pope Productions;Rampage Entertainment,English,94 min,Color,USA, , ,3.7,1200000.0,,,,,17657,dollar,,,2008-08-30
17662,Zombie High School,27May2008,Matthew K. Firpo, ,Will Caldwell;Lila Yanow;Aidan Gavet, Short; Horror,zombie;high school,"The film follows five students as the world around them is transformed into chaos from an unexplained airborne plague of infection that turns their classmates into primal and bloodthirsty ...
                    ;See full summary; »","A Teenaged Horror Comedy Action Love Story, with zombies.",Crime Club Films,English,20 min,Color,USA, , ,6.6,250.0,,,,,17663,dollar,,,2008-05-27
17667,$5 a Day,11January2009,Nigel Cole,Neal H. Dobrofsky;Tippi Dobrofsky,Christopher Walken;Alessandro Nivola;Sharon Stone, Comedy; Drama,hustler;health inspector;erectile dysfunction;campaign party;death of a parent,The son of a thrifty conman begrudgingly joins his father on the road.,The best things in life are free!,Capitol Films;Aramid Entertainment Fund;Carol Baum Productions,English,90 min,Color,USA, , ,6.4,,,,,,17668,dollar,,,2009-01-11
17668,Alien Raiders,21September2008,Ben Rock,Julia Fair;David Simkins,Carlos Bernard;Mathew St. Patrick;Rockmond Dunbar, Action; Horror; Sci-Fi; Thriller,grocery store;alien;die hard scenario;gun;ice,"It's the end of yet another night at Hastings Supermarket, an idyllic family grocery store in Buck Lake, Arizona. But the normal monotony of rounding up shopping carts and settling out the ...
                    ;See full summary; »",,Warner Home Video;Raw Feed;Flame Ventures,English,85 min,Color,USA, , ,5.6,,,,,,17669,dollar,,,2008-09-21
17669,Prop 8: The Musical,3December2008, , , , Short; Comedy; Musical,proposition 8;gay;gay marriage;california;bible,,, ,English,4 min,Color,USA, , ,7.4,,,,,,17670,dollar,,,2008-12-03
17670,Gonzo: The Life and Work of Dr. Hunter S. Thompson,18July2008,Alex Gibney,Alex Gibney;Hunter S. Thompson,Hunter S. Thompson;Johnny Depp;Joe Cairo, Documentary; Biography; Music,journalist;drugs;colorado;las vegas;protest,A portrait of the late gonzo journalist Hunter S. Thompson.,,BBC Storyville;Diverse Productions;HDNet Films,English,120 min,Color; Black and White,USA,Dolby Digital, ,7.7,,4July2008,191942.0,7November2008,1250234.0,17671,dollar,2008-07-04,2008-11-07,2008-07-18
17676,The Simpsons Ride,15May2008, , , , Animation; Short,roller coaster;theme park;revenge;joke;family in danger,,,20th Century Fox Television;Reel FX Creative Studios;Blur Studio,English,5 min,Color,USA, , ,8.1,,,,,,17677,dollar,,,2008-05-15
17680,Killer Pad,5February2008, , , , Comedy; Horror,friend;party;real estate agent;priest;portal to hell,,,Rice Films,English,84 min,Color,USA, , ,4.0,,,,,,17681,dollar,,,2008-02-05
17681,Lady Magdalene's,22October2011, , , , Action; Comedy; Music; Romance; Thriller,brothel;tax default;nevada;al qaeda;punctuation in title,,I'm from the government ... and I'm here to help you.,Jesulu Productions,English,116 min,Color,USA, , ,2.4,525000.0,,,,,17682,dollar,,,2011-10-22
17686,Live Animals,26October2008, , , , Horror,punched in the face;shot in the head;barn;stabbed in the stomach;gun,,"Buy, Sell, Trade, the Market's Open",Sixteenth Section Pictures,English, ,Color,USA, , ,3.5,50000.0,,,,,17687,dollar,,,2008-10-26
17691,"That's It, That's All.",15November2008,Curt Morgan, ,Jake Blauvelt;Kyle Clancy;Terje Håkonsen, Documentary; Adventure; Sport,snowboarding;four word title;period in title;apostrophe in title;comma in title,"Dedicated to everything snowboarding, Travis Rice and a dream team crew set out on a seek-and-destroy operation for the new zone, the new trick and the new perspective on the sport. New ...
                    ;See full summary; »",Travis Rice and Associates,Brain Farm;Brain Farm Digital Cinema,English,60 min,Color;Color,USA,Dolby SR, ,8.5,,,,,,17692,dollar,,,2008-11-15
17696,I Think We're Alone Now,20January2008,Sean Donnelly, ,Kelly McCormick;Tiffany;Jeff Turner, Documentary,tiffany;singer;stalker;title based on song;punctuation in title,"Two individuals, Jeff and Kelly, claim to be in love with the 80's pop singer Tiffany.","Labeled ""stalkers"" by the media, Jeff and Kelly profess their love for the 80's pop icon, Tiffany.",Awesome and Modest;Greener Media,English,70 min,Color,USA,Stereo, ,6.8,,,,,,17697,dollar,,,2008-01-20
17699,Beautiful Losers,2August2008, , ,Thomas Campbell;Shepard Fairey;Jo Jackson, Documentary; Music,art;artist;underground;skateboarding;graffiti,This documentary follows the lives and careers of a collective group of Do-it-yourself artists and designers who inadvertently affected the art world.,Make Something From Nothing,Sidetrack Films;Blacklake Productions;Perception Media,English,90 min,Color,USA, ,59,7.1,,8August2008,10607.0,19September2008,56386.0,17700,dollar,2008-08-08,2008-09-19,2008-08-02
17702,The Other Side of the Tracks,28March2008,A.D. Calvo, ,Brendan Fehr;Shirley Knight;Chad Lindberg, Drama; Fantasy; Mystery; Romance; Thriller,haunting;lesbian nurse;lesbian kiss;supernatural power;spirituality,"A depressed young man struggles to move on and escape haunting memories of his girlfriend, killed ten years ago in a train accident.",What is on the Other Side of the Tracks?,Goodnight Film;Budderfly Productions,English, ,Color,USA, , ,5.1,3000000.0,,,,,17703,dollar,,,2008-03-28
17704,Impact Point,17July2008,Hayley Cloake, ,Brian Austin Green;Melissa Keller;Kayla Ewell, Thriller,championship;volleyball;hit and run;police;police investigation,"Pro Beach Volleyball star, Kelly Reyes, faces challenges everyday, fierce competitors, the press, but nothing could prepare her for him.",Ultimate fan. Killer obsession.,Breaking Point Productions;Breaking Point;Lightning Entertainment,English, ,Color,USA,Stereo, ,4.3,2200000.0,,,,,17705,dollar,,,2008-07-17
17707,Tenure,15July2014,Mike Million, ,Luke Wilson;Gretchen Mol;David Koechner, Comedy,tenure;college;sasquatch;publication;vegetarian,A college professor competes for tenure with a hot-shot female colleague.,,120dB Films;Blowtorch Entertainment;Scion Films,English,90 min,Color,USA,Dolby Digital, ,6.1,,,,,,17708,dollar,,,2014-07-15
17711,RSO [Registered Sex Offender],1March2008, , , , Comedy,fictional reality show;panopticon;gender roles;existentialism;docudrama,,A story that will touch you...inappropriately., ,English,80 min,Color,USA, , ,6.0,500000.0,,,,,17712,dollar,,,2008-03-01
17715,The Last Lullaby,28March2008, , , , Drama; Mystery,retirement;hitman;shootout;surveillance;spying,,There comes a time in your life when you want to be exactly who you are.,Chaillot Films;Timbergrove Entertainment,English, ,Color,USA, , ,6.4,2000000.0,,,,,17716,dollar,,,2008-03-28
17720,Morning Light,12March2009,Mark Monroe,Leslie DeMeuse;Roy Edward Disney,Chris Branning;Kate Theisen;Chris Schubert, Documentary; Sport,yachting,"Fifteen young sailors... six months of intense training... one chance at the brass ring. This documentary tells the story of a group of intrepid and determined young men and women, on the ...
                    ;See full summary; »",A 2500 mile journey that will change the course of their lives forever.,Walt Disney Pictures,English,100 min,Color,USA,DTS;Dolby Digital;SDDS,51,6.0,,17October2008,129295.0,21November2008,275093.0,17721,dollar,2008-10-17,2008-11-21,2009-03-12
17722,The Poker Club,16October2008,Tim McCann,Richard Chizmar;Johnathon Schaech,Johnny Messner;Michael Risley;Jana Kramer, Crime; Drama; Thriller,poker;burglar;voice over narration;topless female nudity;face slap,Four friends discover and accidentally kill a burglar -- who may not be alone -- in the kitchen during their weekly poker night.,The hand you're dealt could be murder.,RAM Films,English,85 min,Color,USA, , ,5.3,3200000.0,,,,,17723,dollar,,,2008-10-16
17723,Fast Girl,24January2008,Daniel Zirilli,D. Glase Lomond;Daniel Zirilli,Mircea Monroe;Justin Guarini;Dwier Brown, Family; Sport,driver;lunchroom;family relationships;motor;girl power,"A young woman dreams of becoming a race-car driver, even though the career claimed the life of her father.",Dreams are at the finish line!,Matador Motion Pictures;Pop Art Film Factory,English, ,Color;Color,USA, , ,4.6,2000000.0,,,,,17724,dollar,,,2008-01-24
17726,The Golden Boys,16November2008,Daniel Adams,Daniel Adams;Joseph C. Lincoln,David Carradine;Rip Torn;Bruce Dern, Comedy; Romance,based on novel,"A romantic comedy, set on Cape Cod in 1905, about three 70-year-old retired sea captains who try to lure an attractive middle-aged woman into marriage.",Three Salty Dogs Seek One Spicy Kitten,Tax Credit Finance;West Wind Productions,English, ,Color,USA,Dolby Digital, ,6.1,8000000.0,17April2009,18366.0,7August2009,184149.0,17727,dollar,2009-04-17,2009-08-07,2008-11-16
17727,Girlfriend Experience,6December2008, , , , ,prostitute;whore monger;condom;sexual promiscuity;hooker,,Love is more expensive than sex, ,English, , ,USA, , ,4.9,,,,,,17728,dollar,,,2008-12-06
17728,Immigrants (L.A. Dolce Vita),30October2008, , , , Animation; Comedy,american dream;russian;hungarian immigrant;immigrant;nuclear physicist,,They came to the U.S. to chase the American Dream. Now they're stuck with it!,Grand Allure Entertainment;Klasky-Csupo;Megafilm,English, ,Color,USA, , ,5.9,,,,,,17729,dollar,,,2008-10-30
17729,Shark in Venice,14May2009,Danny Lerner,Danny Lerner;Les Weldon,Stephen Baldwin;Vanessa Johansson;Hilda van der Meulen, Horror,mafia;treasure;diving;shark;shark feature,"The seemingly tranquil waterways of Venice are terrorized by the perfect killing machine. In search of his father who has mysteriously disappeared diving in the city, David stumbles across ...
                    ;See full summary; »",,Nu Image / Millennium Films;Venice Sharks,English, ,Color,USA, , ,2.5,,,,,,17730,dollar,,,2009-05-14
17730,American Teen,15August2008,Nanette Burstein, ,Hannah Bailey;Jake Tusing;Megan Krizmanich, Documentary,school;indiana;high school;watching television;vomiting,A documentary on seniors at a high school in a small Indiana town and their various cliques.,Remember high school? It's gotten worse.,57th & Irving Productions;A&E IndieFilms;Blacklist,English,95 min,Color,USA,SDDS;Dolby Digital;DTS, ,6.5,,25July2008,45589.0,19September2008,940496.0,17731,dollar,2008-07-25,2008-09-19,2008-08-15
17732,Necessary Evil,31December2008, , , , Thriller, ,,,Art of War Films;Art of War films;Lenz Films,English,87 min,Color,USA,Dolby Digital, ,3.4,915000.0,,,,,17733,dollar,,,2008-12-31
17738,American Son,19January2008,Neil Abramson,Eric Schmid;Neil Abramson,Nick Cannon;Matt Sigloch;Dotan Baer, Drama; Romance; War,thanksgiving;lawn mowing;mini mart;climbing billboard platform;camping,"The story of a young Marine, fresh from Camp Pendleton, who is forced to confront the complexities of adulthood and a volatile home life during a four-day Thanksgiving leave.",Anything can happen in 96 hours.,Map Point Pictures;Night and Day Pictures;Winghead Films,English,90 min,Color,USA, , ,5.7,,,,,,17739,dollar,,,2008-01-19
17739,The Hustle,6July2011,Deon Taylor,Sarah Connolly;Diana Erwin,Charlie Murphy;Al Shearer;David Alan Grier, Comedy, ,"Disenchanted pest sprayer and single dad Freddie Manning is always trying to hustle a tiny bit more from his disappointing life when he suffers a series of setbacks that puts him in the ...
                    ;See full summary; »",,Deon Taylor Enterprises,English,97 min,Color,USA, , ,4.9,,,,,,17740,dollar,,,2011-07-06
17743,David & Fatima,27June2008,Alain Zaloum,Luigi Bian;Alain Zaloum,Cameron Van Hoy;Danielle Duvale;Martin Landau, Drama; Romance; War,jew;muslim;marriage;jerusalem;christian,"Jerusalem: A city of contrasts and conflicts, where Arabs, Jews, Christians and Muslims all mix but seldom mingle. This is where David, a young Israeli Jew, and Fatima, a beautiful ...
                    ;See full summary; »",Only crazy people change the world.,Karim Movies,English, ,Color,USA, , ,6.1,,,,,,17744,dollar,,,2008-06-27
17745,Between Love & Goodbye,30January2009,Casper Andreas, ,Simon Miller;Justin Tensen;Rob Harmon, Drama; Music; Romance,male frontal nudity;sex scene;male full frontal nudity;lesbian;gay,"A modern gay drama about falling in and out of love, and the rocky road in between.",Can you promise forever?,Embrem Entertainment,English,97 min,Color,USA, , ,5.5,,30January2009,6674.0,6March2009,1991.0,17746,dollar,2009-01-30,2009-03-06,2009-01-30
17749,Red Velvet,8March2008, , , , Horror, ,,It's all about the stains!,Ulalume Films,English, ,Color,USA,Dolby, ,5.1,,,,,,17750,dollar,,,2008-03-08
17754,American Swing,17October2009, , , , Documentary,interview;rise and fall;photograph;new york city;aids,,join the party,HDNet Films,English,81 min,Color,USA,Dolby Digital,59,6.2,500000.0,27March2009,10174.0,10April2009,28562.0,17755,dollar,2009-03-27,2009-04-10,2009-10-17
17756,Diamonds and Guns,8May2008, , , , Comedy, ,,,dHb Productions;ROC Pictures,English, ,Color,USA,Dolby Digital, ,7.3,,,,,,17757,dollar,,,2008-05-08
17764,Noah's Arc: Jumping the Broom,24October2008,Patrik-Ian Polk,Q. Allan Brocka;John R. Gordon,Darryl Stephens;Rodney Chester;Gary LeRoi Gray, Drama; Romance,friend;wedding;rapper;martha's vineyard;baby,"As Noah and Wade prepare to marry in Martha's Vineyard, the personal problems of their friends - and the unexpected arrival of rapper Baby Gat - threatens to permanently end their relationship.",,Blueprint Entertainment;Logo;Tall Skinny Black Boy Productions,English, ,Color,USA, , ,6.7,,24October2008,151681.0,12December2008,532244.0,17765,dollar,2008-10-24,2008-12-12,2008-10-24
